start,end,text
1408560,1411860,"сейчас собрались в одном месте, окружив тренировку стражников"
1411860,1415700,"-предводителей, тех самых служителей, которыми я так восхищался"
1415700,1418120,несколько дней назад в городе Пяти Ветров в
1418120,1418900,первую встречу.
1419420,1422060,"Я прошел насквозь это кольцо, отмечая, что вперед"
1422060,1425740,"пустили детей, которые расселись на земле, затем стояли"
1425740,1428700,"те, кто послабее, а уж крайними были предводители,"
1429260,1431820,только редкие властелины смотрели на схватки из первых
1431820,1434500,"рядов, нависая над бывшими уличными оборванцами."
1435200,1437380,"То, как расступались с моего пути, не осталось"
1437380,1438020,незамеченным.
1438740,1441260,"Стоило мне шагнуть в круг, как стражники прервали"
1441260,1443840,"схватки и развернулись, поворачиваясь ко мне."
1444460,1447960,"Я прошагал к центру круга, остановился там, ощущая"
1447960,1449660,на себе десятки и сотни взглядов.
1450220,1452500,Почти шесть сотен взглядов скрестились на мне.
1453460,1456300,Украдкой облезал пересохшие губы и громко сказал.
1456780,1460160,"В древности, отыскав путь к небу, идущие придумали"
1460160,1460780,добродетели.
1461340,1463300,"Не могу сказать, как с ними обстояло дело"
1463300,1466720,"в империи сынов неба, насколько ревностно следовали им"
1466720,1468840,идущие то и старые павшие империи.
1469320,1471220,"Как с ними обстоят дела сейчас, вы знаете"
1471220,1471840,не хуже меня.
1472500,1473220,Скажу за себя.
1473800,1477000,Из всех добродетелей больше всего я почитаю добродетель
1477000,1477700,справедливости.
1478580,1482460,"Бывшие и, надеюсь, будущие орденцы, которые сейчас назывались"
1482460,1485520,"стражей семьи сломанного клинка, молча глядели на меня."
1486100,1487880,Они даже не обменивались мысляречью.
1488500,1491540,"А вот круг зрителей перешептывался всеми возможными способами,"
1491920,1494880,сливаясь для моего слуха и таланта в неразборчивый
1494880,1496100,гул десятков голосов.
1496780,1499940,Скоро лучшие из стражников нашей семьи и ее
1499940,1503160,"искатели двинутся вглубь поля битвы, войдут в каменный"
1503160,1506540,"лабиринт, чтобы пройти все ловушки древних, победить всех"
1506540,1509200,"врагов на своем пути и отыскать ключ, который"
1509200,1512780,"позволит открыть зону запрета, присоединить местный портал к"
1512780,1515780,путям империи и заявить об основании фракции.
1516440,1519940,"Теперь меня слушали более внимательно, затаив дыхание, я"
1519940,1520460,бы сказал.
1521200,1523960,"Наверняка многие по-прежнему опасаются, что их приняли"
1523960,1526340,"в семью только ради того, чтобы послужить мясными"
1526340,1530380,"щитами, убеждая, не убеждая, клянись, не клянись, а"
1530380,1531400,страх в людях таится.
1532520,1534920,"Когда-то давно, когда я только-только начал"
1534920,1538240,"свой путь лекаря, я попал в неприятную ситуацию."
1538900,1541400,Меня обманом и силой сделали долговым слугой.
1542080,1544680,"Нас было немало долговых в том отряде, но"
1544680,1546660,если меня взяли в него из-за лекарского
1546660,1549480,"таланта, то остальных лишь для того, чтобы сделать"
1549480,1550580,приманку для зверей.
1551240,1554060,"Жуткое зрелище, когда люди понимают, что им приказывают"
1554060,1556820,"умереть, но ничего не могут поделать с приказами,"
1557120,1558360,отпечатанными в их душах.
1559300,1562120,"Кольцо людей вокруг меня забурлило, кое-кто из"
1562120,1565320,бывших уличных оборванцев и из не очень сильных
1565320,1567720,идущих и вовсе начал украдкой пятиться.
1568340,1571560,"Я видел и тех, кто ящерицей ползком скользнул"
1571560,1575080,"под ногами, торопясь сбежать от опасности, которую они"
1575080,1576380,почуяли в моих словах.
1576880,1579920,"Надеюсь, они не заблудятся, мы всего ничего отошли"
1579920,1580340,от города.
1581340,1584140,"Мне повезло, я чудом сумел добраться до своего"
1584140,1587680,"контракта и разорвать его, красиво солгал я, не"
1587680,1590720,"сказав ни слову неправды, а затем убил своего"
1590720,1591340,нанимателя.
1592080,1595000,Позже я прочесал все окрестности того места и
1595000,1597880,сумел отыскать только одного спасшегося из долговых.
1598580,1599880,Тогда я понял две вещи.
1600520,1603560,"Первая из них — сопротивляться, надеяться и бороться"
1603560,1604420,нужно до конца.
1604420,1607100,"Как бы ты ни был слаб и беспомощен,"
1607520,1610260,"можно закалкой, буквально зубами выгрызать себе жизнь у"
1610260,1612780,"зверей этапа мастера, и это на самом деле"
1612780,1613060,так.
1613740,1616240,"Я ознавал идущего, который не мог победить ни"
1616240,1619440,"сталью, ни техниками, но хотел жить, и зубами"
1619440,1620700,порвал горло сектанту.
1621420,1624860,"Медленно крутанулся на месте, пристально вглядываясь в орденцев."
1625480,1626600,Сейчас я говорил с ними.
1626600,1628720,«Вы все именно такие.
1629240,1630480,Вы боретесь до конца.
1631120,1632580,Выискиваете любой шанс.
1633100,1633740,Мы все.
1634280,1637220,У нас есть шанс создать фракцию сломанного клинка.
1637700,1639640,Мы его не упустим».
1639640,1642540,"Клянусь, многие из них с ярко горящими глазами"
1642540,1645700,хотели было рявкнуть про перековку сломанного клинка и
1645700,1648920,"возрождение небесного меча, и сдержались с трудом."
1649700,1652640,"Ничего, у них еще будет возможность не скрывать"
1652640,1654420,"ни чувств, ни эмоций, ни желаний."
1655320,1657920,"Второе, что я понял, — это то, что"
1657920,1663380,"никогда, никогда, никогда я не пошлю долговых слуг"
1663380,1663940,на смерть.
1664760,1667520,"Криво усмехнулся, не пытаясь скрыть этой гримасы."
1667880,1670620,"Тут желай, а не желай, а сказать правду,"
1670700,1671700,"не солгав, не выйдет."
1672420,1675380,"Интересно даже, как восприняли мои слова те, кто"
1675380,1676760,могут ощущать ложь.
1677400,1678780,Сколько в моих словах правды?
1679540,1682640,"Долговых слуг нельзя, но врагов под печатями можно?"
1683360,1684200,А пересмешник?
1684780,1685400,Долговой слуга?
1685860,1686880,Враг под печатью?
1687160,1689320,Или искупающий свою вину ублюдок?
1690040,1691820,Если даже я сам не могу четко и
1691820,1695060,"ровно провести границу допустимого в своих поступках, то"
1695060,1697280,"что уж говорить про тех, кто пытается уловить"
1697280,1698340,ложь в моих словах.
1699160,1701440,"Но я еще не закончил говорить, я по"
1701440,1703400,сути только-только перешел к главному.
1704120,1707040,"Поэтому никому не стоит бояться, что я набирал"
1707040,1709860,"вас только для того, чтобы проложить вашими жизнями"
1709860,1712180,путь сквозь зону запрета в поле битвы.
1712860,1715240,"Если бы это было так легко, то этим"
1715240,1718220,"бы пользовались все фракции, а поля битвы давно"
1718220,1718940,бы исчезли.
1719700,1721940,"Вперед в зону запретов пойдут только те, кто"
1721940,1723140,сам этого захочет.
1724000,1726260,"И снова я замолчал, в этот раз даже"
1726260,1728360,"с каким-то весельем следя за тем, как"
1728360,1730300,снова суетятся пошедшие за мной.
1731080,1733240,"На этот раз не бегут, правда, а лишь"
1733240,1735420,"решили, что я буду сейчас уговаривать их идти"
1735420,1736260,на поле битвы.
1736780,1737560,"За плату, конечно."
1738080,1739480,И обсуждают свою цену.
1740340,1743040,Стоило десяткам голосов и мысли речи снова слиться
1743040,1745840,"в трудно-разборчивый гул, я снова заговорил."
1746420,1749720,"«Те, кто пойдут туда поднять мечи!» Через"
1749720,1752420,два вдоха все до единого орденца вскинули мечи.
1753120,1754280,Потрясающее зрелище.
1754720,1757000,"И очень-очень подозрительное, конечно же."
1757820,1760360,Я медленно согнулся в приветствии идущих к небу.
1760820,1763840,"И в таком положении прокрутился на месте, приветствуя"
1763840,1765180,каждого поднявшего меч.
1765840,1766360,Выпрямился.
1767100,1767820,«Благодарю.
1768380,1770620,Ваш вклад в создание фракции неоценим.
1771240,1774280,"Вы — основа, которая станет костями фракции, ее"
1774280,1776700,"фундаментом, ее силой и ее мечом."
1777360,1780980,"Задумав создание сломанного клинка, именно на вас я"
1780980,1783380,возлагал свои главные надежды».
1783380,1786200,"И снова они едва-едва удержались от ответа,"
1786520,1788680,но под взглядами старших все же удержались.
1789460,1790300,А я улыбнулся.
1790860,1793000,"«Надеюсь, вы не забыли, с чего я начал."
1793860,1796380,"С того, что из всех добродетелей я больше"
1796380,1798380,всего ценю добродетель справедливости».
1800540,1801500,"Будет, если вы войдете на"
1801500,1802980,поле битвы и отправитесь за
1802980,1804780,"ключом, который не смогли за"
1804780,1806540,"столько лет добыть Морлан, а"
1806540,1807840,я останусь позади и ждать
1807840,1808700,вашего трофея.
1809280,1810880,"Не дав им мгновения, Нараздуй"
1810880,1812000,меня громко припечатал.
1812440,1815620,"Нет, это будет несправедливо, поэтому"
1815620,1817700,вместе с Искателями Сломанного Клинка
1817700,1819440,за ключом Древних пойду и
1819440,1819660,я.
1820260,1821700,Я добуду его вместе с
1821700,1821940,вами.
1822860,1824780,Даже большая часть Орденцев этого
1824780,1825440,не ожидала.
1825980,1827160,Что уж говорить про всех
1827160,1827700,остальных.
1827700,1829840,"Кто знал, что я пойду?"
1830480,1832220,"Седой, с которым мы изначально"
1832220,1834120,"это обсуждали, еще даже с"
1834120,1835220,"тех времен, когда я был"
1835220,1837580,"просто мастером боевых указов, которого"
1837580,1839660,"он уговаривал присоединиться к Ордену,"
1840080,1842620,"часть старших, Комтуров, которые могли"
1842620,1844040,"понять, к чему все идет,"
1844400,1845280,"и все, пожалуй."
1846100,1848020,Поэтому гвалт поднялся еще тот.
1848660,1850400,"Что только ни звучало, от"
1850400,1852820,"криков одобрения и изумления, до"
1852820,1854580,возгласов о моей глупости и
1854580,1856860,"шепота о тупом придурке, который"
1856860,1857680,норовит сдохнуть.
1858320,1860180,"Повысив голос, я заставил их"
1860180,1861840,вновь обратить внимание на себя.
1862460,1863260,Глупости?
1863700,1864379,Возможно.
1864920,1865640,Излишний риск?
1866160,1867000,Сложно спорить.
1867500,1868300,Самонадеянность?
1868900,1870240,А вот тут не соглашусь.
1870860,1872860,"Да, я хороший лекарь, но"
1872860,1874740,открою вам свою большую тайну.
1875260,1876940,Умение лечить вовсе не самый
1876940,1877880,сильный мой талант.
1878580,1881420,"Даже Орденцы охнули, явно заподозрив"
1881420,1882380,меня в сумасшествии.
1883120,1884460,Я же с широкой улыбкой
1884460,1885300,громко сообщил.
1885300,1888060,«Мой более сильный талант —
1888060,1889220,это умение убивать».
1890100,1892000,"Гул голосов на вдох смолк,"
1892420,1894020,а затем возобновился с удвоенной
1894020,1894520,мощью.
1895260,1897060,А я с наслаждением продолжил
1897060,1897480,говорить.
1897940,1900320,"Помнится, на одном турнире, доказывая"
1900320,1902360,"это, я сначала бился голыми"
1902360,1905060,"руками, затем только сталью, затем"
1905060,1907700,"сталью и техниками, выбивая противников"
1907700,1908540,один за другим.
1909080,1910540,Но сегодня у нас нет
1910540,1913060,"столько времени, поэтому предлагаю сразу"
1913060,1914980,"перейти к стали, техникам и"
1914980,1916040,нескольким противникам.
1916900,1918440,"В моей руке появилось копье,"
1919020,1920840,"одно из тех, купленных давно,"
1921380,1922800,с начертанием сосуда духа.
1923340,1924640,"Я, конечно, рассказал о себе"
1924640,1926760,"многое сегодня, но все и"
1926760,1928660,до конца большей части собравшихся
1928660,1929960,здесь людей знать не нужно.
1930760,1932740,"Застыл, прислушиваясь к голосам и"
1932740,1933320,мыслям речи.
1933700,1934900,«Ты когда-нибудь слышал про
1934900,1936400,"турнир, где бились голыми руками"
1936400,1937400,?» «Ни разу».
1937900,1939740,«Что он тогда несет?»
1939740,1941300,«Я могу говорить лишь про
1941300,1943840,"турниры пятого, нашего пояса, и"
1943840,1945900,про небольшую часть турниров шестого».
1946720,1948180,"«Думаешь, он откуда-то из"
1948180,1948640,шестого?
1949200,1950280,"Я думаю, он вообще из"
1950280,1950980,четвертого».
1950980,1953360,"«Чего?» Я повел копьем,"
1953420,1955780,описывая его наконечником полукруг и
1955780,1956880,привыкая к балансу.
1957400,1958640,«Трое искателей.
1959100,1960480,Ваш глава просит у вас
1960480,1961500,тренировочного боя».
1962160,1964400,Пять вдохов и трое назначенных
1964400,1965860,предводителей шагнули ко мне в
1965860,1966600,круг пустоты.
1966600,1968420,Я тут же приказал.
1968820,1969920,«Стареешь на страже.
1970340,1972480,Прошу позаботиться о безопасности зрителей».
1973120,1974760,"Честно говоря, я рассчитывал, что"
1974760,1976580,он отдаст приказ покопаться в
1976580,1978660,запасах и расставит вокруг одну
1978660,1979900,из орденских формаций.
1980220,1982160,Но бывшие орденцы сумели и
1982160,1982860,меня удивить.
1983600,1985520,"Короткий приказ мысля-речью, и"
1985520,1987060,теперь крайними в толпе стояли
1987060,1989580,"пятнадцать человек, со спокойными лицами,"
1989920,1992200,"в одинаковых серых халатах, замерзшие"
1992200,1994160,"в одинаковых позах, они больше"
1994160,1996220,походили на статуи или голимов.
1996220,1998820,"Еще пять вдохов, и перед"
1998820,2000660,"каждым из них засветилось обращение,"
2001120,2002640,"а затем круг, где я"
2002640,2005140,"собирался немного подраться, накрыло голубоватым"
2005140,2006540,куполом защитной техники.
2007200,2009520,«Составная земная техника на пятнадцать
2009520,2010520,частей».
2010520,2012180,Еще одно свидетельство об былой
2012180,2013040,мощи ордена.
2013620,2014940,"Не уверен, что я сумею"
2014940,2017500,"проломить подобную защиту, но очень"
2017500,2019900,хотелось попробовать обновленный звездный клинок
2019900,2022060,"и, напомнившись, оборвал мечты."
2022640,2023940,Не здесь и не сейчас.
2023940,2026280,Здесь и сейчас есть лишь
2026280,2029160,"Ирал, неплохой лекарь и отличный"
2029160,2029600,боец.
2030260,2031480,У меня еще будет немало
2031480,2033320,тренировок со своей стражей и
2033320,2035540,"своими искателями, там, где не"
2035540,2037260,будет ни единого чужого взгляда.
2037840,2039560,"Между тем, трое моих искателей"
2039560,2041100,не собирались давать мне ни
2041100,2041860,волоса слабины.
2042460,2045220,"Окружили, заключив в треугольник, достали"
2045220,2047520,"оружие, переглянулись, и один из"
2047520,2048800,них толкнул ко мне мысль.
2049200,2051340,"«Глава?» Сбившись, повторил уже"
2051340,2051740,голосом.
2051740,2054640,"«Глава, для нас честь первыми"
2054640,2055459,сразиться с вами.
2056040,2057140,Мы начнем на счет три.
2057680,2058019,Раз.
2058519,2058839,Два.
2059740,2060459,Три».
2060459,2061580,Они были хороши.
2062020,2062820,Очень хороши.
2063320,2065000,Жар опасности возник вокруг только
2065000,2066280,после конца отсчета.
2066800,2069460,"Ударили они слаженно, четко, поддерживая"
2069460,2071140,сталь техниками и…
2071140,2071760,ну и только.
2072460,2074480,"Я изогнулся, пропуская один зянь,"
2074760,2076440,позволяя второму скользнуть по ноге
2076440,2078380,и отбивая самый опасный удар
2078380,2080920,"тяжелым дао, лезвие которого покрылось"
2080920,2082900,"неприятной даже на взгляд чернотой,"
2083240,2084700,и принимая на покров десятки
2084700,2085580,воздушных лезвий.
2086140,2086700,Ну и только.
2087580,2089420,Спину не жалил опасностью смерти.
2090080,2091340,Если они и могли показать
2091340,2092800,"что-то по-настоящему опасное,"
2093220,2094500,то не желали переходить к
2094500,2094760,этому.
2095320,2097100,Наставки в нашей схватке повышали
2097100,2098240,медленно и осторожно.
2099140,2100800,Спустя тридцать вдохов мы кружили
2100800,2102680,"уже в круговерте стихий, сути"
2102680,2104540,"стихий и вспышек техник, и"
2104540,2105940,"я решил, что этого достаточно."
2106780,2108100,"Первым выбыл тот, что с"
2108100,2109380,"дао, самый опасный."
2110040,2112000,"Шаг вперед, проломывая сквозь шквал"
2112000,2113740,"песка, каменных шипов и стихии."
2114260,2115640,"И он, получив укол звездным"
2115640,2117780,"клинком, который удлинил лезвие копья"
2117780,2119360,"на локоть, склоняет голову."
2120120,2121460,"Вторым выбыл тот, что решил"
2121460,2123360,"красиво, в лоб, сравнить силу"
2123360,2124080,сути стихии.
2124640,2126200,Его птиц мои змеи буквально
2126200,2128340,разорвали и заставили отступить.
2128980,2130460,С третьим мы закружили танец
2130460,2132820,"стали, техники усиления и ускорения,"
2133300,2134800,"а еще всякой гадости, что"
2134800,2135640,лезла из-под ног.
2136220,2137600,"Но и он, получив царапину"
2137600,2138980,"на щеке, делает шаг назад."
2139780,2141320,"Все трое убирают оружие и,"
2141360,2143500,"поклонившись, вбивают кулак в ладонь."
2144120,2145600,Я возвращаю им приветствие.
2146220,2147100,Это было хорошо.
2148020,2149800,"Мы сражались не насмерть, не"
2149800,2151780,"использовали все, что могли, но"
2151780,2152760,нам и не нужно было.
2153480,2154920,Ни один из зрителей не
2154920,2156300,"сумеет упрекнуть нас в том,"
2156400,2157840,что в схватке мне поддались.
2158340,2160320,«Что за глупое представление!
2160860,2162580,Да и арморочные бойцы бьются
2162580,2164760,лучше!» Я потянулся к
2164760,2165160,брови.
2165720,2167380,"Который раз люди доказывают мне,"
2167500,2169000,что пределов их глупости нет.
2169660,2170960,Некоторые даже глаза где-то
2170960,2172640,"забыли и не могут понять,"
2172740,2174080,"что же они ими видят,"
2174520,2175600,не в силах даже оценить
2175600,2177280,разницу в размерах сути стихии.
2177800,2179520,"И это, между прочим, теперь"
2179520,2180360,тоже мои люди.
2180940,2181380,Наверное.
2181960,2183000,Если не избегут к тому
2183000,2184480,"моменту, когда я добуду ключ."
2185180,2186520,"А я, пожалуй, позабочусь о"
2186520,2188220,"том, чтобы, если тупицы и"
2188220,2190300,"останутся, то это будут умелые"
2190300,2191720,тупицы и храбрые.
2192480,2194100,"Что же, нельзя не сказать,"
2194240,2195720,будто я не ожидал подобного.
2196300,2197920,Мои губы изогнулись в довольной
2197920,2198380,усмешке.
2199040,2201220,"«Кажется, некоторые из старших решили,"
2201340,2203560,что представление недостаточно хорошо для
2203560,2203800,них.
2204400,2206700,"Скажу так, любой желающий может"
2206700,2208180,выйти сюда в центр круга
2208180,2209860,и попробовать».
2209860,2211940,"Я замолчал, заставляя толпу затаить"
2211940,2212440,дыхание.
2213080,2213980,Затем закончил.
2214480,2216580,«Задавите меня духовной силой».
2216580,2218400,«Господин!» — не стал
2218400,2220060,молчать один из пришедших недавно
2220060,2220680,властелинов.
2221200,2222360,Их много набежало в город
2222360,2224200,пяти метров после отбытия орденцев.
2224560,2226580,"«Как мы посмеем унизить вас,"
2226680,2228860,"нашего нанимателя, или даже будущего"
2228860,2231100,"главу, поставив на колени?»"
2231100,2232480,«Кто говорит об унижении?
2233020,2234740,"Это опыт, который я, как"
2234740,2236600,"младший в возвышении, могу получить"
2236600,2237760,от старших».
2237760,2239020,"Поняв, что не убедил, я"
2239020,2239480,добавил.
2239940,2242260,«Удвоение платы по контракту победителям
2242260,2243760,"и их отряду, если он"
2243760,2244080,есть.
2244420,2245100,Плачу сразу.
2245560,2248460,Слово главы семьи Сломанного Клинка».
2248460,2249720,Уж я предложил не то
2249720,2252140,"чтобы жирный, но вполне соблазнительный."
2252680,2254360,"Ровно столько, чтобы парочка самых"
2254360,2256620,безрассудных и невидящих себя в
2256620,2257460,семье решились.
2258160,2259520,И один из властелинов не
2259520,2260040,удержался.
2260700,2263380,"«Уважаемый Ирал, позвольте поделиться с"
2263380,2265820,вами своим опытом таких схваток».
2265820,2266660,Я повел рукой.
2267040,2267520,«Прошу.
2268120,2270120,"Вот бывшие орденцы и убедятся,"
2270680,2271820,"что пока я не хочу,"
2272340,2274040,мало кому удастся поставить меня
2274040,2274960,на колени».
